ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Budget sources and other funds,MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Convertible bonds (Bn. VND)
ASM,2024,3,11722123395180,660403660947,1294633110421,5152481932450,4553874648376,60730042986,9080308475363,0.0,6452605727921,485621113787.0,33310000000.0,0.0,993081825335,20802431870543,12708854632790,8213204567074,4495650065716,8093577237753,8083313852653,624814170976.0,884884910276,10263385100.0,2653584676159,20802431870543,2462133382797,0.0,4553874648376,0.0,158221233457.0,3701782500000,3701782500000,4476571304260,226262008913,6861319036422,364171606896.0,628299308360,2000000000.0,33823234163.0,33837734163,
ASM,2024,2,11481019688075,723619472881,1237963601506,5147764171630,4310154128162,61518313896,9151457740837,0.0,6514977152669,489742026723.0,33310000000.0,0.0,1008587181441,20632477428912,12610118801727,8280797795898,4329321005829,8022358627185,8012095242085,341715380976.0,1455148929566,10263385100.0,2631715816301,20632477428912,2503500483044,0.0,4310154128162,0.0,158221233457.0,3365267520000,3365267520000,4310462628954,218047641221,6945704939712,372511729302.0,635320604426,2000000000.0,33349220763.0,33363720763,
ASM,2024,1,10999184770663,657496133753,1153509626518,4687404575326,4440092791223,60681643843,9295012589864,0.0,6640363785320,493892496426.0,33310000000.0,0.0,1039872223874,20294197360527,12386077637573,8008262456154,4377815181419,7908119722954,7897856337854,341715380976.0,1370550847661,10263385100.0,2615216192543,20294197360527,2345361526183,0.0,4440399912118,0.0,145525353651.0,3365267520000,3365267520000,4359123189125,418094119169,6335976632560,389571396121.0,645473724807,2000000000.0,33231350763.0,33245850763,
ASM,2023,4,11097792363751,1365027739995,981956468827,4132243385406,4555774826135,62789943388,9217182495373,0.0,6560339365072,498014547420.0,33310000000.0,0.0,1069130188026,20314974859124,12466305026061,7868028470372,4598276555689,7848669833063,7838406447963,341715380976.0,1336111445770,10263385100.0,2590205704543,20314974859124,2227673234512,0.0,4556081947030,0.0,145525353651.0,3365267520000,3365267520000,4579700947976,382783964460,6202057761377,406631062945.0,656551695561,2000000000.0,35349350763.0,35363850763,
ASM,2023,3,10011105362841,859294255163,1101796017811,4309319804698,3659916365273,80778919896,9402997612550,0.0,6620867163950,500797425981.0,33421111111.0,0.0,1060968341895,19414102975391,11577101016981,7297488471071,4279612545910,7837001958410,7826738573310,341715380976.0,1311972980151,10263385100.0,2602676295509,19414102975391,2147697880070,0.0,3660223486168,0.0,145525353651.0,3365267520000,3365267520000,4260742040095,405399624886,5864504317714,423690729769.0,635294635392,2111111111.0,37503083329.0,37517583329,
ASM,2023,2,9769870027519,324945341038,1700822783580,4193064450614,3486108809295,64928642992,9473965682379,0.0,6685864997385,505847537086.0,3310000000.0,0.0,1085230991699,19243835709898,11465114695113,7226026763975,4239087931138,7778721014785,7768457629685,341715380976.0,1274820268314,10263385100.0,2581548063721,19243835709898,2019491859444,0.0,3486415930190,0.0,145525353651.0,3365267520000,3365267520000,4220387329904,298339776384,5872938779980,440750396593.0,643196559180,2000000000.0,53624443329.0,53638943329,
ASM,2023,1,9728251939737,612838248623,1439685172568,4496775318265,3118207898844,60745301437,9714564862705,0.0,6769092552330,509951396563.0,133310000000.0,0.0,1110338494333,19442816802442,11517104454054,7061672276654,4455432177400,7925712348388,7915448963288,341715380976.0,1383522028298,10263385100.0,2636288513448,19442816802442,2298410227362,0.0,3118515019739,0.0,131293378883.0,3365267520000,3365267520000,4436379243430,530080566801,5610868431837,457810063417.0,651207262137,2000000000.0,53577943329.0,53592443329,
ASM,2022,4,9211846322393,817343213117,981405931644,4165336155454,3189929388841,57831633337,9899069990046,0.0,6847171975772,513544896439.0,143310000000.0,0.0,1137166133641,19110916312439,11270429237355,7321331245556,3949097991799,7840487075084,7830223689984,407153460875.0,1041684275370,10263385100.0,2827462913173,19110916312439,2196408024364,0.0,3189929388841,0.0,131293378883.0,3365267520000,3365267520000,3930858267024,310447211365,5885161693020,475204904485.0,658995343127,2000000000.0,53665819990.0,53685264990,
ASM,2022,3,9318159848857,987691169286,1161464431290,4153128670087,2958484388549,57391189645,9907553229477,0.0,6895782337020,314811622471.0,143395612472.0,0.0,1138052775468,19225713078334,10946123346538,7328707364263,3617415982275,8279589731796,8269326346696,407153460875.0,1502718446919,10263385100.0,2805531398336,19225713078334,2076752992473,0.0,2958484388549,0.0,131293378883.0,3365267520000,3365267520000,3598860071206,430571265544,5510062889143,507760504167.0,627176902274,2000000000.0,51856066897.0,51870566897,
ASM,2022,2,9830205417094,680294786277,1663663593840,4597333332080,2826677368385,62236336512,9193469909771,0.0,6753318535713,318391931578.0,145395612472.0,0.0,790305862628,19023675326865,10819241069044,6521337415398,4297903653646,8204434257821,8194170872721,345904760875.0,1577880096509,10263385100.0,2716462974771,19023675326865,2444943795823,0.0,2826677368385,0.0,131293378883.0,3365267520000,3365267520000,3503343220260,628079538039,4690420745013,174695450004.0,610956246875,2000000000.0,51328873399.0,51343373399,
ASM,2022,1,9617285366100,449803838155,1619307943896,4671192859421,2820614856297,56365868331,9274428855792,0.0,6828409394017,308076695427.0,191395612472.0,0.0,804642290367,18891714221892,11057638150058,6671340234683,4386297915375,7834076071834,7823812686734,345904760875.0,1341429594071,10263385100.0,2594653310500,18891714221892,2358657090894,0.0,2820614856297,0.0,117244369244.0,3365267520000,3365267520000,3606168987527,668721451961,4648261226473,181854880656.0,617913147618,2000000000.0,52821180399.0,52837680399,
ASM,2021,4,9278792717291,800553548004,1390026899680,4177940761844,2856255557398,54015950365,8885267896041,0.0,6708514353774,323039583988.0,141395612472.0,0.0,787297335094,18164060613332,10592730853644,6491188545086,4101542308558,7571329759688,7563699738488,272989640875.0,2046068192867,7630021200.0,2479405913458,18164060613332,2233239365040,0.0,2856255557398,0.0,117244369244.0,2588678490000,2588678490000,3311922309367,581448360748,4592736587742,192823256458.0,587900578728,2000000000.0,40097715814.0,40112215814,
ASM,2021,3,9201630600435,846602135607,1337849546905,4273872005913,2670250606232,73056305778,8933666978520,0.0,6761951410956,320954391549.0,144453226547.0,0.0,801623247825,18135297578955,10738685958928,6542479267978,4196206690950,7396611620027,7389875965527,272989640875.0,1917011855800,6735654500.0,2434638477564,18135297578955,2256990811347,300000000.0,2719756665115,0.0,117244369244.0,2588678490000,2588678490000,3406222230293,545757550067,4672282811552,201887159685.0,593004635237,2000000000.0,46655507625.0,46670007625,
ASM,2021,2,9044816415980,848494636853,1292480287485,3970581399618,2852455294672,80804797352,9042621021657,0.0,6860158393803,317820556031.0,154243226547.0,0.0,608838159238,18087437437637,10958255992096,6705819056589,4252436935507,7129181445541,7122445791041,272989640875.0,1656152323530,6735654500.0,2428067835348,18087437437637,2166376698386,500000000.0,2901961353555,0.0,117244369244.0,2588678490000,2588678490000,3462888611560,623507967187,4762685295236,210951062911.0,394558146225,2000000000.0,42823736008.0,42838236008,
ASM,2021,1,8907570807269,603291123780,1334878831231,3875375839905,3028481483338,65543529015,9052821364404,0.0,6879066310990,321352131179.0,140784700426.0,0.0,613447149977,17960392171673,10938135328954,6640837670758,4297297658196,7022256842719,7015521188219,272989640875.0,1581543548620,6735654500.0,2411011531472,17960392171673,1784510915448,1000000000.0,3077987542221,0.0,104092515046.0,2588678490000,2588678490000,3507502911290,471568882225,4725972841012,218290561540.0,392979218900,2000000000.0,42913736008.0,42928236008,
ASM,2020,4,8332104049323,781486471417,1172783636414,3176963793150,3043665023354,157205124988,9274122153014,0.0,6942810803526,327297737900.0,267434700426.0,0.0,652329165818,17606226202337,10720839523373,6522053338394,4198786184979,6885386678964,6869177683164,272989639477.0,1484308526035,16208995800.0,2361902676511,17606226202337,1416175246423,1000000000.0,3093171082237,0.0,104092888935.0,2588678490000,2588678490000,3427336015389,389921570815,4950176667363,229369684933.0,407017344275,2000000000.0,31035111008.0,31049611008,
ASM,2020,3,8911674052085,771957779906,549142853560,3984059646849,3526625173170,79888598600,7851295350935,0.0,5689453473633,266294678949.0,387494700426.0,0.0,649130755498,16762969403020,10022946856519,6509496079763,3513450776756,6740022546501,6725813550701,272989639477.0,1364903812446,14208995800.0,2337943257637,16762969403020,1744174307227,1000000000.0,3528381804167,0.0,104092888935.0,2588678490000,2588678490000,3495219702704,959979552898,4630870886535,239459555865.0,407137071410,2000000000.0,36795673710.0,36810173710,
ASM,2020,2,7839951271295,579357851787,446756636414,3299902584404,3459705280329,54228918361,8319721898456,0.0,5725052400967,269114712226.0,1080844700426.0,0.0,657157532588,16159673169751,9552317507352,6418137297248,3134180210104,6607355662399,6607355662399,269856100875.0,1269606196068,0.0,2317916524315,16159673169751,1322665717199,1000000000.0,3461461911326,0.0,104092888935.0,2588678490000,2588678490000,3107131062809,671510545812,4607673059263,247511624486.0,407111779879,2000000000.0,23692713710.0,23707213710,
ASM,2020,1,7848503797617,380755001509,507432463593,3675741234370,3186252733940,98322364205,7954832365182,0.0,5708731889023,238106037502.0,1085954700426.0,0.0,666635729606,15803336162799,9351989355860,6178455117310,3173534238550,6451346806939,6451346806939,267073275300.0,1158039630749,0.0,2292367969244,15803336162799,1266456628084,1000000000.0,3203564364937,0.0,90509849350.0,2588678490000,2588678490000,3158778933308,393234601366,4505878890444,256582594260.0,407547595828,2000000000.0,23992713710.0,24007213710,
ASM,2019,4,7558525461322,823039812502,658110346447,3059488585796,2891318947408,126567769169,8066139508384,0.0,5739880652631,241130567239.0,1145290000000.0,0.0,685534056371,15624664969706,9329336252086,6605761042765,2723575209321,6295328717620,6295328717620,267073275300.0,1018876868961,0.0,2275512641713,15624664969706,1219382488720,1000000000.0,2911650357406,159696000.0,90509849350.0,2588678490000,2588678490000,2709284256626,313960911195,4463393114085,273454322408.0,407896849847,2000000000.0,24201087133.0,24215587133,
ASM,2019,3,7879947985174,579834050318,927004693593,3505664763286,2766276162972,101168315005,7801729128152,0.0,5524715389997,244431435382.0,1173290000000.0,0.0,652789966783,15681677113326,9342381348034,7789923233328,1552458114706,6339295765292,6339295765292,114970101300.0,1241490914162,0.0,2248918818184,15681677113326,1521899551406,1000000000.0,2791627415469,341696000.0,90509849350.0,2588728490000,2588728490000,1548757938048,519994865600,4110565103283,233123331779.0,415101018228,2000000000.0,15831487133.0,15875987133,
ASM,2019,2,7669512432752,694563004465,928523666414,3140096622655,2620093585856,286235553362,7687104426828,0.0,5399930760592,247732303525.0,1202788000000.0,0.0,626842869411,15356616859580,9194985211859,7542271419305,1652713792554,6161631647721,6161631647721,97609361300.0,1123492696363,0.0,2206663658412,15356616859580,1232233180801,1000000000.0,2630392480904,341696000.0,90509871744.0,2588678490000,2588678490000,1648671957075,744043048596,3847784494939,236288233046.0,384914465077,2000000000.0,15831487133.0,15845987133,
ASM,2019,1,7657765579073,439063869297,891897953560,3628417137178,2624532594722,73854024316,5211693648070,0.0,3025582163550,256147686837.0,1204567660333.0,0.0,258769711959,12869459227143,6872176929421,5908840699707,963336229714,5997282297722,5997282297722,97609361300.0,1180580113397,0.0,2168690219317,12869459227143,1585927387016,1000000000.0,2645125678795,342720000.0,80468749098.0,2419338530000,2419338530000,958900479898,790460731269,3722079539720,136668046221.0,115654103840,2000000000.0,13098124133.0,13142624133,
ASM,2018,4,6962978427750,502270779066,962316316914,3103381117366,2330488295132,64521919272,5035058987316,0.0,2340045459273,242240544203.0,1288567660333.0,0.0,313172122916,11998037415066,6210033224627,5086024855160,1124008369467,5788004190439,5788004190439,163437490000.0,1059936607896,0.0,2016205437373,11998037415066,1511920539516,1050000000.0,2349481882678,74760000.0,80293662948.0,2419338530000,2419338530000,1119849357658,716616730344,3360467228085,205866133719.0,104582418632,2000000000.0,13098124133.0,13142624133,
ASM,2018,3,6594284593052,837243659965,670354853560,2874770433215,2134458111360,77457534952,4536137529964,0.0,2055072982832,244472161572.0,1184189660333.0,0.0,295461288930,11130422123016,5385760256621,4129960695916,1255799560705,5744661866395,5744661866395,0.0,1180834500278,0.0,2015444710947,11130422123016,1378319523998,500000000.0,2144723660616,31167926.0,80293662948.0,2419338530000,2419338530000,1251110022897,567770524310,2908763741456,205874287334.0,85204473243,2000000000.0,16362220133.0,16406720133,
ASM,2018,2,6475033906870,559433323315,856493636414,3026041366533,1952970678150,80094902458,4418289216475,0.0,2050989244234,246683256719.0,1114139660333.0,0.0,300869840918,10893323123345,5327783701168,4102432594878,1225351106290,5565539422177,5565539422177,0.0,1074841816818,0.0,1942314950189,10893323123345,1278021633746,1000000000.0,1963024674633,31167926.0,80293662948.0,2419338530000,2419338530000,1218832804500,348735639728,3052446679759,205962882226.0,86868592813,2000000000.0,16144141133.0,16188641133,
ASM,2018,1,7097387083886,589723317887,685319446800,3962264886823,1761875541628,98203890748,4339193516619,0.0,1754463182105,247212448834.0,1123224757221.0,0.0,530597434555,11436580600505,6462997886977,5196281604837,1266716282140,4973582713528,4973582713528,0.0,573524689920,0.0,1864286932805,11436580600505,2199244896666,1000000000.0,1770915098529,36805967926.0,66356713008.0,2419338530000,2419338530000,1246017768688,1197839715129,3127080722259,407560542266.0,109612594119,25660000000.0,17459158438.0,17503658438,
ASM,2017,4,3734939278071,253200039001,249039724107,1791981286330,1391457832915,49260395718,1851840285336,0.0,225058443588,138759225722.0,900706639875.0,0.0,482724407834,5586779563407,2767347952124,2136029035442,631318916682,2819431611283,2819431611283,0.0,220350148876,0.0,63310371604,5586779563407,1165128519716,1000000000.0,1391457832915,36839000000.0,66356713008.0,2419338530000,2419338530000,612814374587,906667257582,716434488995,374230148601.0,100882668791,25660000000.0,6147890629.0,6192390629,
ASM,2017,3,3740524935374,259694152899,307639724107,1820259291365,1335744783749,17186983254,1916342754270,0.0,266811773172,146579409192.0,973564170126.0,0.0,454637481944,5656867689644,2864510188523,2220472706338,644037482185,2792357501121,2792357501121,0.0,191309811743,0.0,65282378575,5656867689644,1150255574634,1000000000.0,1335744783749,0.0,66356713008.0,2419332750000,2419332750000,626856902091,950758881096,738014142851,400384264839.0,46190236183,37148450000.0,5897890629.0,5942390629,
ASM,2017,2,3602578215327,273595236689,307639724107,1762828548763,1250723778581,7790927187,1657297244055,0.0,202076094829,147624653457.0,922663876931.0,0.0,330197811059,5259875459382,2572226922647,1978000144291,594226778356,2687648536735,2687648536735,0.0,338176561989,0.0,33640743943,5259875459382,1113418547194,1000000000.0,1250723778581,0.0,66356713008.0,2199398670000,2199398670000,576884198262,843597716067,691438002969,274697110911.0,46983145771,43444900000.0,2517763629.0,2562263629,
ASM,2017,1,3480094433240,220913902148,307939724107,1555942693825,1382094931055,13203182105,1626440399237,0.0,204929857913,124286447778.0,907126258881.0,0.0,336244004700,5106534832477,2446159596993,1845630200235,600529396758,2660375235484,2660375235484,0.0,317275288579,0.0,39945904453,5106534832477,964924091551,1000000000.0,1382094931055,0.0,53679524657.0,2199398670000,2199398670000,584774487333,760195848506,641351828730,278473389888.0,49253060435,43444900000.0,2217763629.0,2262263629,
ASM,2016,4,3264770455219,568632617707,11500000000,1393348638518,1239914229954,51374969040,1653148344919,0.0,284431505665,47528419675.0,869178273722.0,0.0,398149442348,4917918800138,2248121553922,1705401524608,542720029314,2669797246216,2669797246216,0.0,349292331929,0.0,35477152450,4917918800138,843883866079,1000000000.0,1239914229954,44789800000.0,35601244042.0,2199398670000,2199398670000,527392190604,680866260167,600703829865,344269181441.0,48930639114,40060000000.0,2217545103.0,2262045103,
ASM,2016,3,3016745344869,395353086898,11310000000,1437549575586,1137816203249,34716479136,1428123498089,0.0,174778574244,47636581744.0,875178265710.0,0.0,277552281217,4444868842958,1834737425659,1322372892391,512364533268,2610131417299,2610131417299,0.0,312915426546,0.0,12188228916,4444868842958,694120440695,1000000000.0,1137816203249,0.0,35601244042.0,2199398670000,2199398670000,496874694558,442590444713,515951974928,250268302620.0,22332841033,40060000000.0,1406897126.0,1451397126,
ASM,2016,2,2904204707845,408201605344,12310000000,1177376408975,1282879069678,23437623848,1400617949198,0.0,146987933942,47744743813.0,870050194174.0,0.0,283287018411,4304822657043,1790275929149,1257548682881,532727246268,2514546727894,2514546727894,0.0,217413476641,0.0,12105489416,4304822657043,481098116181,1000000000.0,1282879069678,0.0,35601244042.0,2199398670000,2199398670000,517075407558,449078190339,431591461275,257614134865.0,20721849259,40060000000.0,805879065.0,850379065,
ASM,2016,1,3109014533956,470399347950,1000000000,1566359583787,1060886496861,10369105358,897615186332,0.0,144409672982,47852905882.0,326213600833.0,0.0,326592294319,4006629720288,1543526931816,999767598406,543759333410,2463102788472,2463102788472,0.0,171910506527,0.0,12024138212,4006629720288,975789467201,1000000000.0,1060886496861,0.0,29741625938.0,2199398670000,2199398670000,533114095555,356322430174,450535491017,284411514391.0,40457948849,40060000000.0,804532523.0,849032523,
ASM,2015,4,3036689499733,472318287808,0,1574726200513,982515176937,7129834475,874853948426,0.0,141726532527,47884453137.0,311662903019.0,0.0,321034042066,3911543448159,1474328082900,935379145642,538948937258,2437215365259,2437215365259,0.0,146121561589,0.0,11925659937,3911543448159,1033329163859,0.0,982515176937,0.0,29741625938.0,2199398670000,2199398670000,528161097200,262021416318,462259616206,278142587058.0,41254313916,40060000000.0,803837884.0,887531734,
ASM,2015,3,2968146734047,1321314611303,0,676867658830,951522082816,18442381098,594763247823,0.0,91205099698,99345262918.0,304406903273.0,0.0,47260456364,3562909981870,1160451539485,632812142027,527639397458,2402458442385,2402458442385,0.0,166085268688,0.0,10848899964,3562909981870,338830110240,0.0,951522082816,0.0,29741625938.0,2145754800000,2145754800000,516781057400,147293198054,300632840803,4472567400.0,41150436711,40060000000.0,803345777.0,887039627,
ASM,2015,2,1666333002148,55432457984,0,635031852865,965364183520,10504507779,553205566048,802318116.0,90048266360,84458693470.0,298582962652.0,0.0,27574145657,2219538568196,918231348679,448255920240,469975428439,1290675949048,1290675949048,0.0,138028195314,0.0,0,2219538568196,288259948483,0.0,965364183520,0.0,29741625939.0,1072877400000,1072877400000,461715125400,110332401050,172874143723,5073463643.0,20864750931,39360000000.0,0.0,883011966,
ASM,2015,1,1633249410119,39505242915,0,559923816752,961055950123,72764400329,541900196650,0.0,142230268229,85100938875.0,290767346505.0,6372955480.0,16627612024,2175149606769,888200322648,349404928728,538795393920,1275621399351,1275621399351,0.0,122973645619,0.0,0,2175149606769,172233924628,0.0,961055950123,58265664367.0,15138861297.0,1072877400000,1072877400000,512008935900,64021938372,125794851203,0.0,14954024502,39330000000.0,801075537.0,801075537,
ASM,2014,4,1948960389356,389699432175,0,622879666953,860071346566,76309943662,529558781743,0.0,143047449584,85763335670.0,274402147332.0,7032549633.0,19274105674,2478519171099,1200323858741,775615665425,424708193316,1267691861894,1267691861894,0.0,121481302868,0.0,0,2478519171099,270199766830,0.0,860071346566,59868512930.0,11652215615.0,1072877400000,1072877400000,413595702900,88200414440,521663950218,0.0,16952822447,23940000000.0,39193850.0,39193850,
ASM,2014,3,1317811447655,27036033422,0,531243488198,694965028665,64566897370,606356362214,0.0,256640607139,80600630047.0,257097331504.0,3297970762.0,8680628912,1924167809869,1187183238626,706629027804,480554210822,735466631847,735466631847,0.0,90805563165,0.0,0,1924167809869,231539891083,0.0,694965028665,47344318874.0,10633030444.0,476834400000,476834400000,472149047917,80757918318,349124834930,0.0,8680628912,22940000000.0,39193850.0,39193850,
ASM,2014,2,1241584493327,37581760687,0,479950883700,660129541716,63922307224,617986996855,0.0,253043418988,81282297032.0,269384418846.0,3957564915.0,10280103224,1859571490182,1128047758406,730808720314,397239038092,730005792380,730005792380,0.0,85344723698,0.0,0,1859571490182,192086949867,0.0,660129541716,49121258865.0,10633030444.0,476834400000,476834400000,388833875187,99200948253,373672834930,0.0,8541311510,22940000000.0,39193850.0,39193850,
ASM,2014,1,1149169574465,21775791281,0,521251376394,538284420146,67857986644,606589798979,0.0,253507228052,81691861239.0,258252805428.0,4617159067.0,8481551343,1755759373444,1043529146323,662703378265,380825768058,710712287725,710712287725,0.0,66051219043,0.0,0,1755759373444,241255122205,0.0,538284420146,48046751200.0,10633030444.0,476834400000,476834400000,380322769653,133746884379,380285106279,0.0,8481551343,22940000000.0,39193850.0,39193850,
ASM,2013,4,1078463107702,25768808229,0,479989619021,502827932449,69876748003,597047178163,0.0,254033365727,82025685169.0,247700394210.0,5276753221.0,7971785986,1675510285865,978262349591,575367255059,402895094532,695729996879,695729996879,0.0,51068928196,0.0,0,1675510285865,207767412030,0.0,502827932449,50179978476.0,10633030444.0,476834400000,476834400000,402387443544,54114482834,363088739386,0.0,7971785986,22940000000.0,39193850.0,39193850,
ASM,2013,3,1076976049148,27306770642,0,483858565119,498672505771,67138207616,609828240631,0.0,248060131337,102591796109.0,246047289273.0,5936347372.0,7153482690,1686804289779,992627705147,799711647559,192916057588,692663261120,692663261120,0.0,127474572437,0.0,0,1686804289779,235623903893,0.0,498672505771,48314806077.0,10633030444.0,397362020000,397362020000,192408406600,115229174068,546665092001,0.0,7153482690,22940000000.0,39193850.0,39193850,
ASM,2013,2,1046429324496,30972046480,0,501608847466,452935275815,60913154735,608618567212,0.0,248608869863,103091417268.0,243858566233.0,6595941524.0,6424578474,1655047891708,964910389431,783644331843,181266057588,688624275909,688624275909,0.0,123435587226,0.0,0,1655047891708,243337743668,0.0,452935275815,46453946150.0,10633030444.0,397362020000,397362020000,180758406600,97063711154,528080084726,0.0,6424578474,22790000000.0,39193850.0,39193850,
ASM,2013,1,988380323933,41204243126,0,423207499231,462353081059,61615500517,606131866003,0.0,236633442949,108572760479.0,241936442974.0,12532288897.0,6417736854,1594512189936,908336237706,739217230118,169119007588,684662628718,684662628718,0.0,119473940035,0.0,0,1594512189936,193922002487,0.0,462353081059,47143837487.0,10633030444.0,397362020000,397362020000,168611356600,80419983604,505790767886,0.0,6417736854,26083000000.0,39193850.0,39193850,
CII,2024,4,8577909295487,1353624326457,1006804994705,3773549333309,2311770684246,132159956770,28119415373302,13808085726.0,16263338169250,718394801341.0,1023929220000.0,0.0,5326731391064,36697324668789,27550184216941,8770780234329,18779403982612,9147140451848,9147140451848,6660084447.0,2136413349975,,3099536072900,36697324668789,484957608378,1649233130606.0,2311770684246,0.0,319670145724.0,3197524130000,3197524130000,15629156516462,158304542009,4711545169717,871005897691.0,4046313105635,897617650000.0,2054743165340.0,2069460088434,2826183969667.0
CII,2024,3,7739271929713,724714965218,347377848403,4231479524572,2294608683047,141090908473,27479524149323,13808085726.0,16393615212290,725471985153.0,1024027321183.0,0.0,5069365058140,35218796079036,25815093580969,7744165763475,18070927817494,9403702498067,9403702498067,6660084447.0,2351642489370,,3150611979724,35218796079036,512695741635,1720819370155.0,2294608683047,0.0,319670145724.0,3187781130000,3187781130000,14990227273700,231753027987,4269815842746,949740803721.0,3860294651146,897715751183.0,1973513359865.0,1987321445591,2835809214970.0
CII,2024,2,8266115206241,1223980113187,381481948403,4268819918584,2241048324459,150784901608,27398230073977,13808085726.0,16534655570385,732554147420.0,1024027321183.0,0.0,4955347337610,35664345280218,26332338574342,8334880734347,17997457839995,9332006705876,9332006705876,6660084447.0,2343815388048,,3086743288855,35664345280218,484304590665,1698511778884.0,2241048324459,0.0,319670145724.0,3187781130000,3187781130000,14916769216109,238939180605,4682827711858,992188440509.0,3705755163067,897715751183.0,1895076042571.0,1908884128297,2835756527816.0
CII,2024,1,9600255840604,2246622950599,974538788403,4108129484823,2124564819182,146399797597,26604838119893,12613885726.0,16451040377820,905894666418.0,408451281183.0,0.0,4797117706624,36205093960497,26677370744174,8319092216908,18358278527266,9527723216323,9527723216323,6660084447.0,2560921078135,,3089085316058,36205093960497,504377437237,1458811298612.0,2124564819182,0.0,300071938881.0,3183648130000,3183648130000,15274276344110,243197836801,4846844438725,1037081128556.0,3514147456044,282139711183.0,1770082212897.0,1782696098623,2840187701275.0
CII,2023,4,6975400431081,1190879050528,996184918187,4099993729673,616138806879,72203925814,26269469552830,967300000000.0,16400184137850,903617152702.0,1202818597858.0,0.0,4182588732211,33244869983911,24728102998020,8191511042470,16536591955550,8516766985891,8516766985891,6660084447.0,2447636075754,,2191414088007,33244869983911,316522520214,1578421010899.0,623416422157,0.0,300071938881.0,3183648130000,3183648130000,14039633937872,410174904238,4846246634880,803098570587.0,3131292363521,243589711183.0,2068286921020.0,3035586921020,0.0
CII,2023,3,7422706387696,307764082518,1020095549499,5452969629087,576254793760,65622332832,18657918360890,2735429168722.0,6717946828841,951156408559.0,2325359783462.0,0.0,3034280730605,26080624748586,18022614062118,8112402661181,9910211400937,8058010686468,8058010686468,6660084447.0,2441488987442,,2082257876896,26080624748586,393880359744,2388183000841.0,576254793760,0.0,300071938881.0,2840195130000,2840195130000,7791087265568,458352667785,5106593391470,619020610371.0,2162373807541,362020135020.0,2367599291273.0,5103028459995,0.0
CII,2023,2,7977133473422,543633652416,952447518187,5497163539746,882879708775,101009054298,18672181080162,2917896863233.0,6762163748845,958764955489.0,2216110894790.0,0.0,2985115208039,26649314553584,18542720595255,9192378692940,9350341902315,8106593958329,8106593958329,6660084447.0,2419186024326,,2153144111873,26649314553584,315358235306,2522540224737.0,882879708775,0.0,300071938881.0,2840195130000,2840195130000,7227341606528,673922064098,5931561713729,665267880669.0,2059124013694,362020135020.0,2307295562501.0,5225192425734,0.0
CII,2023,1,7673687250790,202558402301,633671518187,5390538351339,1337641175017,109277803946,21332270794778,3161680786068.0,8422798963258,965164048225.0,2447453109443.0,0.0,3106161002628,29005958045568,20666513594480,10618350149172,10048163445308,8339444451088,8339444451088,6660084447.0,2456044533668,,2947927452340,29005958045568,304184183280,2677178046271.0,1337641175017,0.0,265047576028.0,2840195130000,2840195130000,8772423318179,1435372139128,6460085185440,813505408635.0,2013586969000,407045005000.0,2676854294820.0,5843433213334,0.0
CII,2022,4,7260036329989,287246471579,628443484003,4617114916938,1640844348740,86387108729,21335590555776,3334429786068.0,8524479024229,911748395859.0,2423896425873.0,0.0,3037649472125,28595626885765,20264634345811,9569961086865,10694673258946,8330992539954,8330992539954,6696158388.0,2493374324089,,2902145750785,28595626885765,255789661779,2086808712810.0,1640844348740,0.0,265011502087.0,2840195130000,2840195130000,9415873137438,1523501438503,5166411914093,870973527177.0,1881088986186,407045005000.0,2562714884220.0,5902042802734,0.0
CII,2022,3,7464350277097,414229070040,664178441329,3571074559852,2667267643460,147600562416,21831310209947,3810855036068.0,8747901361191,732394113078.0,2271417132799.0,0.0,2809233252465,29295660487044,20932369695620,10198587613351,10733782082269,8363290791424,8363290791424,6696151098.0,2487177182817,,2940837428539,29295660487044,326103524113,999119506242.0,2667267643460,0.0,265009224365.0,2840123690000,2840123690000,9454231093752,1740935827484,5875052686728,929257337165.0,1585587549153,407045005000.0,2934503492417.0,6750731683431,0.0
